Game,	Server,	Faction
World of Warcraft Classic Era / 20th / SoD / Hardcore,	EU Classic Era,	Dreadmist - Horde
World of Warcraft Classic Era / 20th / SoD / Hardcore,	EU Classic Era,	Earthshaker - Alliance
World of Warcraft Classic Era / 20th / SoD / Hardcore,	EU Classic Era,	Earthshaker - Horde
World of Warcraft Classic Era / 20th / SoD / Hardcore,	EU Classic Era,	Everlook - Alliance
World of Warcraft Classic Era / 20th / SoD / Hardcore,	EU Classic Era,	Everlook - Horde
World of Warcraft Classic Era / 20th / SoD / Hardcore,	EU Classic Era,	Finkle - Alliance
World of Warcraft Classic Era / 20th / SoD / Hardcore,	EU Classic Era,	Finkle - Horde
World of Warcraft Classic Era / 20th / SoD / Hardcore,	EU Classic Era,	Firemaw - Alliance
World of Warcraft Classic Era / 20th / SoD / Hardcore,	EU Classic Era,	Firemaw - Horde
World of Warcraft Classic Era / 20th / SoD / Hardcore,	EU Classic Era,	Flamegor - Alliance
World of Warcraft Classic Era / 20th / SoD / Hardcore,	EU Classic Era,	Flamegor - Horde
World of Warcraft Classic Era / 20th / SoD / Hardcore,	EU Classic Era,	Flamelash - Alliance
World of Warcraft Classic Era / 20th / SoD / Hardcore,	EU Classic Era,	Flamelash - Horde
World of Warcraft Classic Era / 20th / SoD / Hardcore,	EU Classic Era,	Gandling - Alliance
World of Warcraft Classic Era / 20th / SoD / Hardcore,	EU Classic Era,	Gandling - Horde
World of Warcraft Classic Era / 20th / SoD / Hardcore,	EU Classic Era,	Gehennas - Alliance
World of Warcraft Classic Era / 20th / SoD / Hardcore,	EU Classic Era,	Gehennas - Horde
World of Warcraft Classic Era / 20th / SoD / Hardcore,	EU Classic Era,	Golemagg - Alliance
World of Warcraft Classic Era / 20th / SoD / Hardcore,	EU Classic Era,	Golemagg - Horde
World of Warcraft Classic Era / 20th / SoD / Hardcore,	EU Classic Era,	Harbringer of Doom - Alliance
World of Warcraft Classic Era / 20th / SoD / Hardcore,	EU Classic Era,	Harbringer of Doom - Horde
World of Warcraft Classic Era / 20th / SoD / Hardcore,	EU Classic Era,	Heartstriker - Alliance
World of Warcraft Classic Era / 20th / SoD / Hardcore,	EU Classic Era,	Heartstriker - Horde
World of Warcraft Classic Era / 20th / SoD / Hardcore,	EU Classic Era,	Hydraxian Waterlords - Alliance
World of Warcraft Classic Era / 20th / SoD / Hardcore,	EU Classic Era,	Hydraxian Waterlords - Horde
World of Warcraft Classic Era / 20th / SoD / Hardcore,	EU Classic Era,	Judgement - Alliance
World of Warcraft Classic Era / 20th / SoD / Hardcore,	EU Classic Era,	Judgement - Horde
World of Warcraft Classic Era / 20th / SoD / Hardcore,	EU Classic Era,	Lakeshire - Alliance
World of Warcraft Classic Era / 20th / SoD / Hardcore,	EU Classic Era,	Lakeshire - Horde
World of Warcraft Classic Era / 20th / SoD / Hardcore,	EU Classic Era,	Lucifron - Alliance
World of Warcraft Classic Era / 20th / SoD / Hardcore,	EU Classic Era,	Lucifron - Horde
World of Warcraft Classic Era / 20th / SoD / Hardcore,	EU Classic Era,	Mandokir - Alliance
World of Warcraft Classic Era / 20th / SoD / Hardcore,	EU Classic Era,	Mandokir - Horde
World of Warcraft Classic Era / 20th / SoD / Hardcore,	EU Classic Era,	Mirage Raceway - Alliance
World of Warcraft Classic Era / 20th / SoD / Hardcore,	EU Classic Era,	Mirage Raceway - Horde
World of Warcraft Classic Era / 20th / SoD / Hardcore,	EU Classic Era,	Mograine - Alliance
World of Warcraft Classic Era / 20th / SoD / Hardcore,	EU Classic Era,	Mograine - Horde
World of Warcraft Classic Era / 20th / SoD / Hardcore,	EU Classic Era,	Nethergarde Keep - Alliance
World of Warcraft Classic Era / 20th / SoD / Hardcore,	EU Classic Era,	Nethergarde Keep - Horde
World of Warcraft Classic Era / 20th / SoD / Hardcore,	EU Classic Era,	Noggenfogger - Alliance
World of Warcraft Classic Era / 20th / SoD / Hardcore,	EU Classic Era,	Noggenfogger - Horde
World of Warcraft Classic Era / 20th / SoD / Hardcore,	EU Classic Era,	Patchwerk - Alliance
World of Warcraft Classic Era / 20th / SoD / Hardcore,	EU Classic Era,	Patchwerk - Horde
World of Warcraft Classic Era / 20th / SoD / Hardcore,	EU Classic Era,	Pyrewood Village - Alliance
World of Warcraft Classic Era / 20th / SoD / Hardcore,	EU Classic Era,	Pyrewood Village - Horde
World of Warcraft Classic Era / 20th / SoD / Hardcore,	EU Classic Era,	Razorfen - Alliance
World of Warcraft Classic Era / 20th / SoD / Hardcore,	EU Classic Era,	Razorfen - Horde
World of Warcraft Classic Era / 20th / SoD / Hardcore,	EU Classic Era,	Razorgore - Alliance
World of Warcraft Classic Era / 20th / SoD / Hardcore,	EU Classic Era,	Razorgore - Horde
World of Warcraft Classic Era / 20th / SoD / Hardcore,	EU Classic Era,	Rhok'delar - Alliance
World of Warcraft Classic Era / 20th / SoD / Hardcore,	EU Classic Era,	Rhok'delar - Horde
World of Warcraft Classic Era / 20th / SoD / Hardcore,	EU Classic Era,	Shazzrah - Alliance
World of Warcraft Classic Era / 20th / SoD / Hardcore,	EU Classic Era,	Shazzrah - Horde
World of Warcraft Classic Era / 20th / SoD / Hardcore,	EU Classic Era,	Skullflame - Alliance
World of Warcraft Classic Era / 20th / SoD / Hardcore,	EU Classic Era,	Skullflame - Horde
World of Warcraft Classic Era / 20th / SoD / Hardcore,	EU Classic Era,	Stonespine - Alliance
World of Warcraft Classic Era / 20th / SoD / Hardcore,	EU Classic Era,	Stonespine - Horde
World of Warcraft Classic Era / 20th / SoD / Hardcore,	EU Classic Era,	Sulfuron - Alliance
World of Warcraft Classic Era / 20th / SoD / Hardcore,	EU Classic Era,	Sulfuron - Horde
World of Warcraft Classic Era / 20th / SoD / Hardcore,	EU Classic Era,	Ten Storms - Alliance
World of Warcraft Classic Era / 20th / SoD / Hardcore,	EU Classic Era,	Ten Storms - Horde
World of Warcraft Classic Era / 20th / SoD / Hardcore,	EU Classic Era,	Transcendence - Alliance
World of Warcraft Classic Era / 20th / SoD / Hardcore,	EU Classic Era,	Transcendence - Horde
World of Warcraft Classic Era / 20th / SoD / Hardcore,	EU Classic Era,	Venoxis - Alliance
World of Warcraft Classic Era / 20th / SoD / Hardcore,	EU Classic Era,	Venoxis - Horde
World of Warcraft Classic Era / 20th / SoD / Hardcore,	EU Classic Era,	Wyrmthalak - Alliance
World of Warcraft Classic Era / 20th / SoD / Hardcore,	EU Classic Era,	Wyrmthalak - Horde
World of Warcraft Classic Era / 20th / SoD / Hardcore,	EU Classic Era,	Zandalar Tribe - Alliance
World of Warcraft Classic Era / 20th / SoD / Hardcore,	EU Classic Era,	Zandalar Tribe - Horde
World of Warcraft Classic Era / 20th / SoD / Hardcore,	EU Hardcore,	NekRosh - Alliance
World of Warcraft Classic Era / 20th / SoD / Hardcore,	EU Hardcore,	NekRosh - Horde
World of Warcraft Classic Era / 20th / SoD / Hardcore,	EU Hardcore,	Stitches - Alliance
World of Warcraft Classic Era / 20th / SoD / Hardcore,	EU Hardcore,	Stitches - Horde
World of Warcraft Classic Era / 20th / SoD / Hardcore,	EU Season Of Discovery,	Chaos Bolt - Alliance
World of Warcraft Classic Era / 20th / SoD / Hardcore,	EU Season Of Discovery,	Chaos Bolt - Horde
World of Warcraft Classic Era / 20th / SoD / Hardcore,	EU Season Of Discovery,	Crusader Strike - Alliance
World of Warcraft Classic Era / 20th / SoD / Hardcore,	EU Season Of Discovery,	Crusader Strike - Horde
World of Warcraft Classic Era / 20th / SoD / Hardcore,	EU Season Of Discovery,	Lava Lash - Alliance
World of Warcraft Classic Era / 20th / SoD / Hardcore,	EU Season Of Discovery,	Lava Lash - Horde
World of Warcraft Classic Era / 20th / SoD / Hardcore,	EU Season Of Discovery,	Living Flame - Alliance
World of Warcraft Classic Era / 20th / SoD / Hardcore,	EU Season Of Discovery,	Living Flame - Horde
World of Warcraft Classic Era / 20th / SoD / Hardcore,	EU Season Of Discovery,	Lone Wolf - Alliance
World of Warcraft Classic Era / 20th / SoD / Hardcore,	EU Season Of Discovery,	Lone Wolf - Horde
World of Warcraft Classic Era / 20th / SoD / Hardcore,	EU Season Of Discovery,	Wild Growth - Alliance
World of Warcraft Classic Era / 20th / SoD / Hardcore,	EU Season Of Discovery,	Wild Growth - Horde
World of Warcraft Classic Era / 20th / SoD / Hardcore,	OC Classic Era,	Arugal - Alliance
World of Warcraft Classic Era / 20th / SoD / Hardcore,	OC Classic Era,	Arugal - Horde
World of Warcraft Classic Era / 20th / SoD / Hardcore,	OC Classic Era,	Felstriker - Alliance
World of Warcraft Classic Era / 20th / SoD / Hardcore,	OC Classic Era,	Felstriker - Horde
World of Warcraft Classic Era / 20th / SoD / Hardcore,	OC Classic Era,	Remulos - Alliance
World of Warcraft Classic Era / 20th / SoD / Hardcore,	OC Classic Era,	Remulos - Horde
World of Warcraft Classic Era / 20th / SoD / Hardcore,	OC Classic Era,	Yojamba - Alliance
World of Warcraft Classic Era / 20th / SoD / Hardcore,	OC Classic Era,	Yojamba - Horde
World of Warcraft Classic Era / 20th / SoD / Hardcore,	OC Hardcore
World of Warcraft Classic Era / 20th / SoD / Hardcore,	US 20th Anniversary Edition,	Doomhowl - Alliance
World of Warcraft Classic Era / 20th / SoD / Hardcore,	US 20th Anniversary Edition,	Doomhowl - Horde
World of Warcraft Classic Era / 20th / SoD / Hardcore,	US 20th Anniversary Edition,	Dreamscythe - Alliance
World of Warcraft Classic Era / 20th / SoD / Hardcore,	US 20th Anniversary Edition,	Dreamscythe - Horde
World of Warcraft Classic Era / 20th / SoD / Hardcore,	US 20th Anniversary Edition,	Nightslayer - Alliance
World of Warcraft Classic Era / 20th / SoD / Hardcore,	US 20th Anniversary Edition,	Nightslayer - Horde
World of Warcraft Classic Era / 20th / SoD / Hardcore,	US Classic Era,	Anathema - Alliance
World of Warcraft Classic Era / 20th / SoD / Hardcore,	US Classic Era,	Anathema - Horde
World of Warcraft Classic Era / 20th / SoD / Hardcore,	US Classic Era,	Arcanite Reaper - Alliance
World of Warcraft Classic Era / 20th / SoD / Hardcore,	US Classic Era,	Arcanite Reaper- Horde
World of Warcraft Classic Era / 20th / SoD / Hardcore,	US Classic Era,	Arugal - Alliance
World of Warcraft Classic Era / 20th / SoD / Hardcore,	US Classic Era,	Arugal - Horde
World of Warcraft Classic Era / 20th / SoD / Hardcore,	US Classic Era,	Ashkandi - Alliance
World of Warcraft Classic Era / 20th / SoD / Hardcore,	US Classic Era,	Ashkandi - Horde
World of Warcraft Classic Era / 20th / SoD / Hardcore,	US Classic Era,	Atiesh - Alliance
World of Warcraft Classic Era / 20th / SoD / Hardcore,	US Classic Era,	Atiesh - Horde
World of Warcraft Classic Era / 20th / SoD / Hardcore,	US Classic Era,	Azuresong - Alliance
World of Warcraft Classic Era / 20th / SoD / Hardcore,	US Classic Era,	Azuresong - Horde
World of Warcraft Classic Era / 20th / SoD / Hardcore,	US Classic Era,	Benediction - Alliance
World of Warcraft Classic Era / 20th / SoD / Hardcore,	US Classic Era,	Benediction - Horde
World of Warcraft Classic Era / 20th / SoD / Hardcore,	US Classic Era,	Bigglesworth - Alliance
World of Warcraft Classic Era / 20th / SoD / Hardcore,	US Classic Era,	Bigglesworth - Horde
World of Warcraft Classic Era / 20th / SoD / Hardcore,	US Classic Era,	Blaumeux - Alliance
World of Warcraft Classic Era / 20th / SoD / Hardcore,	US Classic Era,	Blaumeux - Horde
World of Warcraft Classic Era / 20th / SoD / Hardcore,	US Classic Era,	Bloodsail Buccaneers - Alliance
World of Warcraft Classic Era / 20th / SoD / Hardcore,	US Classic Era,	Bloodsail Buccaneers - Horde
World of Warcraft Classic Era / 20th / SoD / Hardcore,	US Classic Era,	Deviate Delight - Alliance
World of Warcraft Classic Era / 20th / SoD / Hardcore,	US Classic Era,	Deviate Delight - Horde
World of Warcraft Classic Era / 20th / SoD / Hardcore,	US Classic Era,	Earthfury - Alliance
World of Warcraft Classic Era / 20th / SoD / Hardcore,	US Classic Era,	Earthfury - Horde
World of Warcraft Classic Era / 20th / SoD / Hardcore,	US Classic Era,	Faerlina - Alliance
World of Warcraft Classic Era / 20th / SoD / Hardcore,	US Classic Era,	Faerlina - Horde
World of Warcraft Classic Era / 20th / SoD / Hardcore,	US Classic Era,	Fairbanks - Alliance
World of Warcraft Classic Era / 20th / SoD / Hardcore,	US Classic Era,	Fairbanks - Horde
World of Warcraft Classic Era / 20th / SoD / Hardcore,	US Classic Era,	Felstriker - Alliance
World of Warcraft Classic Era / 20th / SoD / Hardcore,	US Classic Era,	Felstriker - Horde
World of Warcraft Classic Era / 20th / SoD / Hardcore,	US Classic Era,	Grobbulus - Alliance
World of Warcraft Classic Era / 20th / SoD / Hardcore,	US Classic Era,	Grobbulus - Horde
World of Warcraft Classic Era / 20th / SoD / Hardcore,	US Classic Era,	Heartseeker - Alliance
World of Warcraft Classic Era / 20th / SoD / Hardcore,	US Classic Era,	Heartseeker - Horde
World of Warcraft Classic Era / 20th / SoD / Hardcore,	US Classic Era,	Herod - Alliance
World of Warcraft Classic Era / 20th / SoD / Hardcore,	US Classic Era,	Herod - Horde
World of Warcraft Classic Era / 20th / SoD / Hardcore,	US Classic Era,	Incendius - Alliance
World of Warcraft Classic Era / 20th / SoD / Hardcore,	US Classic Era,	Incendius - Horde
World of Warcraft Classic Era / 20th / SoD / Hardcore,	US Classic Era,	Kirtonos - Alliance
World of Warcraft Classic Era / 20th / SoD / Hardcore,	US Classic Era,	Kirtonos - Horde
World of Warcraft Classic Era / 20th / SoD / Hardcore,	US Classic Era,	Kromcrush - Alliance
World of Warcraft Classic Era / 20th / SoD / Hardcore,	US Classic Era,	Kromcrush - Horde
World of Warcraft Classic Era / 20th / SoD / Hardcore,	US Classic Era,	Kurinnaxx - Alliance
World of Warcraft Classic Era / 20th / SoD / Hardcore,	US Classic Era,	Kurinnaxx - Horde
World of Warcraft Classic Era / 20th / SoD / Hardcore,	US Classic Era,	Loatheb - Alliance
World of Warcraft Classic Era / 20th / SoD / Hardcore,	US Classic Era,	Loatheb - Horde
World of Warcraft Classic Era / 20th / SoD / Hardcore,	US Classic Era,	Mankrik - Alliance
World of Warcraft Classic Era / 20th / SoD / Hardcore,	US Classic Era,	Mankrik - Horde
World of Warcraft Classic Era / 20th / SoD / Hardcore,	US Classic Era,	Myzrael - Alliance
World of Warcraft Classic Era / 20th / SoD / Hardcore,	US Classic Era,	Myzrael - Horde
World of Warcraft Classic Era / 20th / SoD / Hardcore,	US Classic Era,	Netherwind - Alliance
World of Warcraft Classic Era / 20th / SoD / Hardcore,	US Classic Era,	Netherwind - Horde
World of Warcraft Classic Era / 20th / SoD / Hardcore,	US Classic Era,	Old Blanchy - Alliance
World of Warcraft Classic Era / 20th / SoD / Hardcore,	US Classic Era,	Old Blanchy - Horde
World of Warcraft Classic Era / 20th / SoD / Hardcore,	US Classic Era,	Pagle - Alliance
World of Warcraft Classic Era / 20th / SoD / Hardcore,	US Classic Era,	Pagle - Horde
World of Warcraft Classic Era / 20th / SoD / Hardcore,	US Classic Era,	Rattlegore - Alliance
World of Warcraft Classic Era / 20th / SoD / Hardcore,	US Classic Era,	Rattlegore - Horde
World of Warcraft Classic Era / 20th / SoD / Hardcore,	US Classic Era,	Remulos - Alliance
World of Warcraft Classic Era / 20th / SoD / Hardcore,	US Classic Era,	Remulos - Horde
World of Warcraft Classic Era / 20th / SoD / Hardcore,	US Classic Era,	Skeram - Alliance
World of Warcraft Classic Era / 20th / SoD / Hardcore,	US Classic Era,	Skeram - Horde
World of Warcraft Classic Era / 20th / SoD / Hardcore,	US Classic Era,	Smolderweb - Alliance
World of Warcraft Classic Era / 20th / SoD / Hardcore,	US Classic Era,	Smolderweb - Horde
World of Warcraft Classic Era / 20th / SoD / Hardcore,	US Classic Era,	Stalagg - Alliance
World of Warcraft Classic Era / 20th / SoD / Hardcore,	US Classic Era,	Stalagg - Horde
World of Warcraft Classic Era / 20th / SoD / Hardcore,	US Classic Era,	Sulfuras - Alliance
World of Warcraft Classic Era / 20th / SoD / Hardcore,	US Classic Era,	Sulfuras - Horde
World of Warcraft Classic Era / 20th / SoD / Hardcore,	US Classic Era,	Sul'thraze - Alliance
World of Warcraft Classic Era / 20th / SoD / Hardcore,	US Classic Era,	Sul'thraze - Horde
World of Warcraft Classic Era / 20th / SoD / Hardcore,	US Classic Era,	Thalnos - Alliance
World of Warcraft Classic Era / 20th / SoD / Hardcore,	US Classic Era,	Thalnos - Horde
World of Warcraft Classic Era / 20th / SoD / Hardcore,	US Classic Era,	Thunderfury - Alliance
World of Warcraft Classic Era / 20th / SoD / Hardcore,	US Classic Era,	Thunderfury - Horde
World of Warcraft Classic Era / 20th / SoD / Hardcore,	US Classic Era,	Westfall - Alliance
World of Warcraft Classic Era / 20th / SoD / Hardcore,	US Classic Era,	Westfall - Horde
World of Warcraft Classic Era / 20th / SoD / Hardcore,	US Classic Era,	Whitemane - Alliance
World of Warcraft Classic Era / 20th / SoD / Hardcore,	US Classic Era,	Whitemane - Horde
World of Warcraft Classic Era / 20th / SoD / Hardcore,	US Classic Era,	Windseeker - Alliance
World of Warcraft Classic Era / 20th / SoD / Hardcore,	US Classic Era,	Windseeker - Horde
World of Warcraft Classic Era / 20th / SoD / Hardcore,	US Classic Era,	Yojamba - Alliance
World of Warcraft Classic Era / 20th / SoD / Hardcore,	US Classic Era,	Yojamba - Horde
World of Warcraft Classic Era / 20th / SoD / Hardcore,	US Hardcore,	Defias Pillager - Alliance
World of Warcraft Classic Era / 20th / SoD / Hardcore,	US Hardcore,	Defias Pillager - Horde
World of Warcraft Classic Era / 20th / SoD / Hardcore,	US Hardcore,	Skull Rock - Alliance
World of Warcraft Classic Era / 20th / SoD / Hardcore,	US Hardcore,	Skull Rock - Horde
World of Warcraft Classic Era / 20th / SoD / Hardcore,	US Season of Discovery,	Chaos Bolt - Alliance
World of Warcraft Classic Era / 20th / SoD / Hardcore,	US Season of Discovery,	Chaos Bolt - Horde
World of Warcraft Classic Era / 20th / SoD / Hardcore,	US Season of Discovery,	Crusader Strike - Alliance
World of Warcraft Classic Era / 20th / SoD / Hardcore,	US Season of Discovery,	Crusader Strike - Horde
World of Warcraft Classic Era / 20th / SoD / Hardcore,	US Season of Discovery,	Lava Lash - Alliance
World of Warcraft Classic Era / 20th / SoD / Hardcore,	US Season of Discovery,	Lava Lash - Horde
World of Warcraft Classic Era / 20th / SoD / Hardcore,	US Season of Discovery,	Living Flame - Alliance
World of Warcraft Classic Era / 20th / SoD / Hardcore,	US Season of Discovery,	Living Flame - Horde
World of Warcraft Classic Era / 20th / SoD / Hardcore,	US Season of Discovery,	Lone Wolf - Alliance
World of Warcraft Classic Era / 20th / SoD / Hardcore,	US Season of Discovery,	Lone Wolf - Horde
World of Warcraft Classic Era / 20th / SoD / Hardcore,	US Season of Discovery,	Penance - AU - Alliance
World of Warcraft Classic Era / 20th / SoD / Hardcore,	US Season of Discovery,	Penance - AU - Horde
World of Warcraft Classic Era / 20th / SoD / Hardcore,	US Season of Discovery,	Shadow Strike - AU - Alliance
World of Warcraft Classic Era / 20th / SoD / Hardcore,	US Season of Discovery,	Shadowstrike - AU - Horde
World of Warcraft Classic Era / 20th / SoD / Hardcore,	US Season of Discovery,	Wild Growth - Alliance
World of Warcraft Classic Era / 20th / SoD / Hardcore,	US Season of Discovery,	Wild Growth - Horde
World of Warcraft: Cataclysm Classic,	EU,	Amnennar - Alliance
World of Warcraft: Cataclysm Classic,	EU,	Amnennar - Horde
World of Warcraft: Cataclysm Classic,	EU,	Ashbringer - Alliance
World of Warcraft: Cataclysm Classic,	EU,	Ashbringer - Horde
World of Warcraft: Cataclysm Classic,	EU,	Auberdine - Alliance
World of Warcraft: Cataclysm Classic,	EU,	Auberdine - Horde
World of Warcraft: Cataclysm Classic,	EU,	Earthshaker - Alliance
World of Warcraft: Cataclysm Classic,	EU,	Earthshaker - Horde
World of Warcraft: Cataclysm Classic,	EU,	Everlook - Alliance
World of Warcraft: Cataclysm Classic,	EU,	Everlook - Horde
World of Warcraft: Cataclysm Classic,	EU,	Firemaw - Alliance
World of Warcraft: Cataclysm Classic,	EU,	Firemaw - Horde
World of Warcraft: Cataclysm Classic,	EU,	Gehennas - Alliance
World of Warcraft: Cataclysm Classic,	EU,	Gehennas - Horde
World of Warcraft: Cataclysm Classic,	EU,	Giantstalker - Alliance
World of Warcraft: Cataclysm Classic,	EU,	Giantstalker - Horde
World of Warcraft: Cataclysm Classic,	EU,	Golemagg - Alliance
World of Warcraft: Cataclysm Classic,	EU,	Golemagg - Horde
World of Warcraft: Cataclysm Classic,	EU,	Hydraxian Waterlords - Alliance
World of Warcraft: Cataclysm Classic,	EU,	Hydraxian Waterlords - Horde
World of Warcraft: Cataclysm Classic,	EU,	Jindo - Alliance
World of Warcraft: Cataclysm Classic,	EU,	Jindo - Horde
World of Warcraft: Cataclysm Classic,	EU,	Lakeshire - Alliance
World of Warcraft: Cataclysm Classic,	EU,	Lakeshire - Horde
World of Warcraft: Cataclysm Classic,	EU,	Mandokir - Alliance
World of Warcraft: Cataclysm Classic,	EU,	Mandokir - Horde
World of Warcraft: Cataclysm Classic,	EU,	Mirage Raceway - Alliance
World of Warcraft: Cataclysm Classic,	EU,	Mirage Raceway - Horde
World of Warcraft: Cataclysm Classic,	EU,	Mograine - Alliance
World of Warcraft: Cataclysm Classic,	EU,	Mograine - Horde
World of Warcraft: Cataclysm Classic,	EU,	Nethergarde Keep - Alliance
World of Warcraft: Cataclysm Classic,	EU,	Nethergarde Keep - Horde
World of Warcraft: Cataclysm Classic,	EU,	Patchwerk - Alliance
World of Warcraft: Cataclysm Classic,	EU,	Patchwerk - Horde
World of Warcraft: Cataclysm Classic,	EU,	Pyrewood Village - Alliance
World of Warcraft: Cataclysm Classic,	EU,	Pyrewood Village - Horde
World of Warcraft: Cataclysm Classic,	EU,	Razorfen - Alliance
World of Warcraft: Cataclysm Classic,	EU,	Razorfen - Horde
World of Warcraft: Cataclysm Classic,	EU,	Sulfuron - Alliance
World of Warcraft: Cataclysm Classic,	EU,	Sulfuron - Horde
World of Warcraft: Cataclysm Classic,	EU,	Thekal - Alliance
World of Warcraft: Cataclysm Classic,	EU,	Thekal - Horde
World of Warcraft: Cataclysm Classic,	EU,	Transcendence - Alliance
World of Warcraft: Cataclysm Classic,	EU,	Transcendence - Horde
World of Warcraft: Cataclysm Classic,	EU,	Venoxis - Alliance
World of Warcraft: Cataclysm Classic,	EU,	Venoxis - Horde
World of Warcraft: Cataclysm Classic,	Oceania,	Arugal - Alliance
World of Warcraft: Cataclysm Classic,	Oceania,	Arugal - Horde
World of Warcraft: Cataclysm Classic,	Oceania,	Remulos - Alliance
World of Warcraft: Cataclysm Classic,	Oceania,	Remulos - Horde
World of Warcraft: Cataclysm Classic,	Oceania,	Yojamba - Alliance
World of Warcraft: Cataclysm Classic,	Oceania,	Yojamba - Horde
World of Warcraft: Cataclysm Classic,	US,	Angerforge - Alliance
World of Warcraft: Cataclysm Classic,	US,	Angerforge - Horde
World of Warcraft: Cataclysm Classic,	US,	Ashkandi - Alliance
World of Warcraft: Cataclysm Classic,	US,	Ashkandi - Horde
World of Warcraft: Cataclysm Classic,	US,	Atiesh - Alliance
World of Warcraft: Cataclysm Classic,	US,	Atiesh - Horde
World of Warcraft: Cataclysm Classic,	US,	Azuresong - Alliance
World of Warcraft: Cataclysm Classic,	US,	Azuresong - Horde
World of Warcraft: Cataclysm Classic,	US,	Benediction - Alliance
World of Warcraft: Cataclysm Classic,	US,	Benediction - Horde
World of Warcraft: Cataclysm Classic,	US,	Bloodsail Buccaneers - Alliance
World of Warcraft: Cataclysm Classic,	US,	Bloodsail Buccaneers - Horde
World of Warcraft: Cataclysm Classic,	US,	Earthfury - Alliance
World of Warcraft: Cataclysm Classic,	US,	Earthfury - Horde
World of Warcraft: Cataclysm Classic,	US,	Eranikus - Horde
World of Warcraft: Cataclysm Classic,	US,	Eranikus- Alliance
World of Warcraft: Cataclysm Classic,	US,	Faerlina - Alliance
World of Warcraft: Cataclysm Classic,	US,	Faerlina - Horde
World of Warcraft: Cataclysm Classic,	US,	Grobbulus - Alliance
World of Warcraft: Cataclysm Classic,	US,	Grobbulus - Horde
World of Warcraft: Cataclysm Classic,	US,	Maladath - Horde
World of Warcraft: Cataclysm Classic,	US,	Maladath- Alliance
World of Warcraft: Cataclysm Classic,	US,	Mankrik - Alliance
World of Warcraft: Cataclysm Classic,	US,	Mankrik - Horde
World of Warcraft: Cataclysm Classic,	US,	Myzrael - Alliance
World of Warcraft: Cataclysm Classic,	US,	Myzrael - Horde
World of Warcraft: Cataclysm Classic,	US,	Old Blanchy - Alliance
World of Warcraft: Cataclysm Classic,	US,	Old Blanchy - Horde
World of Warcraft: Cataclysm Classic,	US,	Pagle - Alliance
World of Warcraft: Cataclysm Classic,	US,	Pagle - Horde
World of Warcraft: Cataclysm Classic,	US,	Remulos - Alliance
World of Warcraft: Cataclysm Classic,	US,	Remulos - Horde
World of Warcraft: Cataclysm Classic,	US,	Skyfury - Alliance
World of Warcraft: Cataclysm Classic,	US,	Skyfury - Horde
World of Warcraft: Cataclysm Classic,	US,	Sulfuras - Alliance
World of Warcraft: Cataclysm Classic,	US,	Sulfuras - Horde
World of Warcraft: Cataclysm Classic,	US,	Westfall - Alliance
World of Warcraft: Cataclysm Classic,	US,	Westfall - Horde
World of Warcraft: Cataclysm Classic,	US,	Whitemane - Alliance
World of Warcraft: Cataclysm Classic,	US,	Whitemane - Horde
World of Warcraft: Cataclysm Classic,	US,	Windseeker - Alliance
World of Warcraft: Cataclysm Classic,	US,	Windseeker - Horde
World of Warcraft: Cataclysm Classic,	US,	Yojamba - Alliance
World of Warcraft: Cataclysm Classic,	US,	Yojamba - Horde
World of Warcraft: The War Within,	EU,	Aegwynn - Alliance
World of Warcraft: The War Within,	EU,	Aegwynn - Horde
World of Warcraft: The War Within,	EU,	Aerie Peak - Alliance
World of Warcraft: The War Within,	EU,	Aerie Peak - Horde
World of Warcraft: The War Within,	EU,	Agamaggan - Alliance
World of Warcraft: The War Within,	EU,	Agamaggan - Horde
World of Warcraft: The War Within,	EU,	Aggra - Alliance
World of Warcraft: The War Within,	EU,	Aggra - Horde
World of Warcraft: The War Within,	EU,	Aggramar - Alliance
World of Warcraft: The War Within,	EU,	Aggramar - Horde
World of Warcraft: The War Within,	EU,	Ahn'Qiraj - Alliance
World of Warcraft: The War Within,	EU,	Ahn'Qiraj - Horde
World of Warcraft: The War Within,	EU,	Al'Akir - Alliance
World of Warcraft: The War Within,	EU,	Al'Akir - Horde
World of Warcraft: The War Within,	EU,	Alexstrasza - Alliance
World of Warcraft: The War Within,	EU,	Alexstrasza - Horde
World of Warcraft: The War Within,	EU,	Alleria - Alliance
World of Warcraft: The War Within,	EU,	Alleria - Horde
World of Warcraft: The War Within,	EU,	Alonsus - Alliance
World of Warcraft: The War Within,	EU,	Alonsus - Horde
World of Warcraft: The War Within,	EU,	Aman'Thul - Alliance
World of Warcraft: The War Within,	EU,	Aman'Thul - Horde
World of Warcraft: The War Within,	EU,	Ambossar - Alliance
World of Warcraft: The War Within,	EU,	Ambossar - Horde
World of Warcraft: The War Within,	EU,	Anachronos - Alliance
World of Warcraft: The War Within,	EU,	Anachronos - Horde
World of Warcraft: The War Within,	EU,	Anetheron - Alliance
World of Warcraft: The War Within,	EU,	Anetheron - Horde
World of Warcraft: The War Within,	EU,	Antonidas - Alliance
World of Warcraft: The War Within,	EU,	Antonidas - Horde
World of Warcraft: The War Within,	EU,	Anub'arak - Alliance
World of Warcraft: The War Within,	EU,	Anub'arak - Horde
World of Warcraft: The War Within,	EU,	Arak-arahm - Alliance
World of Warcraft: The War Within,	EU,	Arak-arahm - Horde
